1,Phones,2024-03-13 02:06:11.000000
2,Chairs,2024-03-13 02:06:11.000000
3,Copiers,2024-03-13 02:06:11.000000
4,Tables,2024-03-13 02:06:11.000000
5,Bookcases,2024-03-13 02:06:11.000000
6,Art,2024-03-13 02:06:11.000000
7,Appliances,2024-03-13 02:06:11.000000
8,Storage,2024-03-13 02:06:11.000000
9,Fasteners,2024-03-13 02:06:11.000000
10,Machines,2024-03-13 02:06:11.000000
11,Accessories,2024-03-13 02:06:11.000000
12,Furnishings,2024-03-13 02:06:11.000000
13,Binders,2024-03-13 02:06:11.000000
14,Labels,2024-03-13 02:06:11.000000
15,Paper,2024-03-13 02:06:11.000000
16,Supplies,2024-03-13 02:06:11.000000
17,Envelopes,2024-03-13 02:06:11.000000
