1,Central US,2024-03-16 18:41:22.000000
2,Oceania,2024-03-16 18:41:22.000000
3,Western Europe,2024-03-16 18:41:22.000000
4,Western Africa,2024-03-16 18:41:22.000000
5,Western US,2024-03-16 18:41:22.000000
6,Southern Asia,2024-03-16 18:41:22.000000
7,Western Asia,2024-03-16 18:41:22.000000
8,South America,2024-03-16 18:41:22.000000
9,Eastern Asia,2024-03-16 18:41:22.000000
10,Southern Europe,2024-03-16 18:41:22.000000
11,Eastern Africa,2024-03-16 18:41:22.000000
12,Eastern Europe,2024-03-16 18:41:22.000000
13,Northern Europe,2024-03-16 18:41:22.000000
14,Central America,2024-03-16 18:41:22.000000
15,Eastern US,2024-03-16 18:41:22.000000
16,Caribbean,2024-03-16 18:41:22.000000
17,Central Africa,2024-03-16 18:41:22.000000
18,Southeastern Asia,2024-03-16 18:41:22.000000
19,Southern US,2024-03-16 18:41:22.000000
20,North Africa,2024-03-16 18:41:22.000000
21,Southern Africa,2024-03-16 18:41:22.000000
22,Canada,2024-03-16 18:41:22.000000
23,Central Asia,2024-03-16 18:41:22.000000
